458.9733,49.8019,39.6992,18.6165,48.5765
602.8666,45.9033,73.0135,32.9392,74.083
401.4802,42.4827,134.1265,57.2677,119.5927
487.5137,49.8407,74.5026,1.2326,2.9833
569.9394,51.4806,1.7036,23.436,35.9445
310.0001,55.7506,114.3123,2.1782,122.4815
602.8336,57.1077,32.2693,1.7175,12.6113
564.742,55.726,13.6318,34.1105,3.0455
434.1616,34.3983,255.8094,90.7452,14.8141
520.3871,50.7012,105.4444,1.7406,29.6234
381.5741,47.4202,211.1176,67.8179,85.0325
562.4467,42.5183,105.327,108.1452,50.5235
538.6045,55.9653,112.6318,9.3456,113.6789
589.6733,56.8408,45.2925,21.5988,13.2872
600.1565,55.1006,21.3188,3.2542,1.1511
435.4643,53.4593,281.5152,88.5232,166.6803
580.7863,27.5889,54.1747,69.2752,187.0335
570.4244,23.958,142.8089,5.1767,112.1324
429.0723,39.9187,321.4471,78.1761,51.1162
584.953,51.4504,71.0657,15.7719,15.1575
585.309,34.2841,68.9282,76.2301,56.4977
472.0803,51.0677,167.1801,8.9361,115.378
517.6985,47.2284,30.417,46.7984,1.0324
607.6912,39.1015,9.6631,28.2354,43.9696
547.9637,55.4615,79.8174,81.8525,129.8123
436.3241,55.487,296.7346,71.8459,104.9955
493.386,17.8528,73.341,15.7144,171.3794
437.4844,44.8323,253.0212,6.9281,146.043
602.5489,51.8867,90.283,189.4336,45.0887
532.1542,55.5676,53.0365,119.0499,27.7352
600.5672,30.6984,36.4155,3.9382,94.4809
577.823,56.8467,33.1274,8.6615,2.3953
605.748,55.0771,203.316,63.6922,51.4936
608.172,57.0928,2.4353,0.3212,2.0047
537.6198,55.4975,75.9535,161.2322,116.2598
540.3867,56.0272,7.2574,22.2921,14.8745
172.8708,42.7707,16.2509,45.4202,60.9271
602.9072,54.5981,37.0412,8.5033,4.7867
607.4811,47.9004,45.7597,11.3463,22.2236
595.2547,53.8882,78.6563,13.1795,15.129
598.0278,55.0955,22.4641,1.2894,4.0051
549.6733,47.259,14.231,54.4322,143.7813
537.7065,38.3282,224.5866,78.635,183.6599
510.5595,52.5702,72.0076,50.2109,38.3102
496.6615,37.7323,304.549,102.5957,32.7119
608.5542,57.1222,2.5299,2.691,1.6523
564.1215,28.0552,13.6097,68.0241,70.9682
538.9329,49.5012,84.6818,98.8137,49.9823
596.3989,15.4466,271.0825,34.6128,93.2174
550.1779,51.5424,53.9105,10.5844,19.2211
580.7567,32.323,43.8581,95.2267,26.7315
397.2685,55.7142,227.9633,104.0829,83.4705
438.9465,50.6104,199.6349,194.2752,122.7847
574.6566,52.21,4.0331,2.6725,27.7105
514.9989,51.8706,60.1449,36.5601,28.0532
439.5472,44.2533,166.9902,80.7575,25.4905
588.1006,53.0369,20.8523,0.6429,15.9397
587.0991,48.6074,461.2688,151.5492,11.6096
399.9278,45.8856,82.4387,79.6544,13.9981
536.2746,43.977,581.5581,42.3981,11.2991
604.0163,55.5016,6.496,5.8642,22.5073
564.9364,52.8739,175.1103,30.9179,7.5437
519.6281,46.8192,85.6883,40.7141,35.7065
595.6272,57.0749,14.2494,15.1294,6.1927
542.5253,53.7597,80.3074,117.8655,99.4073
599.7559,55.1101,12.4836,3.8393,44.0558
598.6655,51.8821,61.7805,18.8165,20.2463
600.0767,34.3541,422.3304,43.0449,43.0339
338.8502,31.9767,424.1074,93.1781,51.8992
460.9519,56.1908,136.8891,27.327,48.8775
596.479,53.2548,136.9513,5.401,46.5675
386.5264,53.0457,399.6112,127.9481,49.0226
573.137,54.3605,91.8643,50.2977,12.7471
462.2943,53.9192,189.6164,70.1482,64.8552
468.8093,30.936,168.3748,48.0988,52.4075
566.481,51.7245,30.8189,25.3954,3.4263
474.2304,14.7122,202.1663,79.711,4.2649
531.0203,48.5553,418.3023,84.7666,16.9294
575.3014,57.2282,14.4241,0.2308,4.757
536.154,48.2289,51.9591,5.4665,121.4148
464.845,21.3445,281.7082,45.6695,79.198
578.6056,55.4773,66.0153,22.8704,43.5466
596.6895,49.2853,200.3068,19.1469,14.9972
473.3166,26.8931,78.7372,146.47,26.1548
570.6826,39.7435,265.2062,102.7301,76.8145
363.0039,56.6564,229.9845,9.9907,149.4123
385.7803,52.2599,72.5288,127.6164,47.682
449.4818,25.3378,49.0567,10.6382,88.7055
585.7948,51.2739,118.0108,4.9231,5.5358
602.0734,54.5125,63.7107,20.2516,11.8577
564.7959,51.5623,84.5542,93.0804,79.7224
601.7667,29.5658,442.8745,1.4432,65.9631
505.8212,21.1789,31.6752,145.4294,59.093
546.8406,56.4398,37.3757,40.0675,36.9034
196.968,38.0085,199.668,36.024,37.4817
520.4953,53.8929,145.3638,54.3071,79.6374
519.1184,56.584,94.6582,182.882,143.7116
558.9161,53.5716,53.9384,79.5821,206.3745
317.2436,56.1725,492.9398,31.4988,32.0853
609.7955,57.1584,0.3867,0.3095,0.9306
439.1619,32.5125,192.122,122.3183,44.164
545.5283,39.7275,117.9921,37.9319,11.8487
548.3023,40.6381,255.4453,156.1058,68.3449
553.6405,45.3401,119.4516,116.0416,104.1163
587.1886,48.4408,457.03,143.6071,75.5073
439.7828,41.9671,62.3358,73.0284,2.5717
574.0094,52.1541,95.8965,194.772,32.3835
489.779,45.6873,127.6405,12.5035,12.2722
602.308,57.0102,8.9789,1.8303,27.9691
583.5852,45.92,51.809,26.5434,51.4119
494.0414,50.1381,140.4007,54.1325,25.4116
203.6914,50.1607,323.3713,67.3646,65.9794
525.7767,56.0915,76.4461,22.3312,43.6039
520.7627,52.2582,237.6983,79.6253,2.5071
503.8369,51.9377,28.4916,26.8139,6.9054
425.4417,44.1186,329.6248,46.6217,73.6166
560.3269,51.9335,69.9774,0.1856,118.0105
450.9872,45.2611,82.8894,68.1881,81.1704
440.7165,55.2868,257.4787,89.3701,187.1795
534.7836,46.1126,210.0897,8.2771,14.5438
113.9743,52.9612,28.8085,108.092,18.9088
414.3919,44.1084,44.3914,113.6134,95.5676
533.9819,31.4656,158.2209,61.2532,74.7446
560.4612,56.4437,18.1548,10.5077,0.4636
517.3571,51.8243,468.2134,89.3233,160.2021
605.2602,55.4329,32.2727,11.5845,1.4081
464.9573,30.1111,85.93,65.9991,68.4057
498.8889,57.129,3.0285,7.8979,54.0564
75.1479,52.4582,9.5131,69.3666,18.9191
277.0945,31.8036,304.5101,113.3687,2.7172
562.0186,54.1497,218.392,36.2258,175.3823
385.3337,51.9011,4.0462,0.1703,50.39
592.8938,50.8166,128.5933,28.0649,26.4743
569.3353,50.6382,118.5262,26.7317,24.9922
447.8197,50.9898,33.675,13.2765,31.7411
583.7799,57.0484,14.5117,0.0813,13.981
400.7207,54.7218,89.9313,88.646,182.7562
589.8303,56.6982,31.2169,39.9989,49.4205
513.9645,36.9676,151.7854,75.7023,2.538
589.038,56.9083,20.4795,0.7847,2.0914
533.0451,54.4241,39.0054,39.1594,6.5306
422.3247,51.0867,209.8956,27.291,25.0222
567.8304,40.6905,192.237,62.0859,120.0077
557.333,44.5966,95.6195,79.272,66.2497
478.285,42.3037,255.4925,32.8817,9.3293
365.3731,45.0314,23.8341,28.8559,44.7334
596.1004,54.5265,40.5643,16.8545,13.56
605.4847,53.5029,303.3152,97.8269,185.5226
543.5005,36.7512,335.4316,66.7519,28.2747
574.6551,57.1827,71.3813,18.5894,11.0583
593.819,50.7452,81.1853,58.5274,16.3395
455.2561,31.2495,30.8812,113.5126,49.2196
511.5724,26.627,48.856,20.4898,13.261
461.6152,38.2668,148.8768,58.2885,90.664
404.2508,40.0604,59.2283,116.777,69.7764
607.7725,57.1928,1.1175,0.1165,2.0224
448.5469,39.4141,296.1897,11.2303,103.8364
422.9344,40.5097,104.0121,45.5426,9.7041
480.7866,54.6476,165.0081,16.0889,21.882
445.4543,53.5585,453.5742,45.1686,69.0593
588.559,54.6825,85.6407,8.2365,32.9561
426.3638,47.6703,0.4391,32.4003,51.8108
380.8942,47.4747,299.3645,115.3725,126.1315
518.8591,45.0141,10.8824,86.8591,14.8378
158.1093,33.3496,195.1682,42.6097,62.273
576.7505,51.5921,68.4714,24.7241,9.0821
597.9024,52.75,40.0678,7.7319,35.8154
560.1914,44.8926,41.0671,63.0777,16.6085
594.1718,41.6373,389.6765,7.6516,97.8997
461.2386,50.2843,110.8831,171.0394,152.2292
409.0524,57.2179,39.2372,31.7379,3.7407
581.3623,48.8407,219.8365,102.2389,2.5769
514.0169,52.0803,194.819,45.5884,27.7874
551.667,53.4572,24.4069,2.606,39.6907
537.0481,37.3116,293.7806,32.203,27.9609
518.8902,54.0586,78.6797,20.7024,49.1744
426.664,56.7096,172.3063,13.334,38.0508
556.0159,54.1428,111.0449,64.7319,11.8752
595.7371,13.7119,138.9342,86.6635,69.5713
354.5198,36.7792,16.7605,113.1513,18.9757
483.7957,41.4527,56.8416,0.1914,0.7443
516.7365,49.3613,245.9667,42.9452,116.4711
412.6043,36.797,52.4856,44.7026,26.9365
512.1791,48.66,114.4905,2.5374,30.1612
460.5729,48.1682,124.5005,138.0284,48.2387
520.8485,56.8229,17.3112,29.8516,18.359
601.3499,49.6202,124.1139,55.0774,41.1036
411.706,41.3208,85.6875,10.8639,218.9318
462.3116,49.7082,78.6326,121.9443,29.7669
462.8912,51.2592,64.1903,22.0216,48.6314
478.7123,40.1338,283.1726,87.7955,109.4537
334.9297,36.9202,363.4703,90.9761,78.5585
